TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;31.611.310/0001-76;CSHG HF FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-06-30;12087160.80
FI;31.611.317/0001-98;CSHG LEXINGTON SECONDARIES FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV INV EXT;2021-06-30;84757800.66
FI;31.611.322/0001-09;CSHG 2274 FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;163609253.96
FI;31.611.327/0001-23;CSHG TOP AÇÕES MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;35601117.94
FI;31.611.340/0001-82;CSHG MASTER PORTFOLIO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;870351790.50
FI;31.611.348/0001-49;EOS MADEMOISELLE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO LONGO PRAZO;2021-06-30;36292502.06
FI;31.611.359/0001-29;XPA 2278 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;17878573.17
FI;31.611.378/0001-55;CSHG 2279 FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;695817136.39
FI;31.611.434/0001-51;CSHG ALLOCATION SPX PATRIOT FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;7347587.32
FI;31.611.449/0001-10;TERA YIELD FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;34322902.36
FI;31.611.455/0001-77;CSHG SELECTION CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;23870853.93
FI;31.611.458/0001-00;CSHG PETREA I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;15279923.31
FI;31.611.503/0001-27;CSHG PREVIDENCIÁRIO MASTER SOBERANO FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;2021-06-30;30606946.64
FI;31.611.514/0001-07;CSHG PREVIDENCIÁRIO PORTFÓLIO INFLAÇÃO FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO;2021-06-30;526106417.76
FI;31.611.530/0001-08;CSHG MSPIL2 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;23567862.92
FI;31.611.538/0001-66;CSHG GUARDA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-06-30;10379775.89
FI;31.615.254/0001-48;PREVICOKE I FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;47238593.98
FI;31.615.270/0001-30;PREVICOKE II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;193788926.82
FI;31.615.302/0001-06;PREVICOKE III FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;121695453.99
FI;31.615.327/0001-00;NEBLUS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2021-06-30;13536478.09
FI;31.615.351/0001-30;PENÍNSULA VERDE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;100612589.65
FI;31.615.383/0001-36;ARYA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;16160466.02
FI;31.615.407/0001-57;KAPITALO KAPPA J FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;189851000.85
FI;31.635.364/0001-71;DAHLIA AÇÕES MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;952645368.35
FI;31.635.788/0001-36;ANGRA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;11254593.12
FI;31.635.930/0001-45;ZODAJA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;6537804.24
FI;31.636.092/0001-24;NORTH FLOWER FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;13065046.81
FI;31.659.879/0001-01;MANAGER GEO EMPRESAS GLOBAIS EM REAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇ;2021-06-30;31849513.81
FI;31.660.096/0001-48;NECA II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-06-30;41024292.04
FI;31.660.115/0001-36;SAFRA PREV VAN CLIFF FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREV;2021-06-30;14753877.66
FI;31.660.248/0001-02;SAFRA PREV FMFRANCIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREV;2021-06-30;23136899.87
FI;31.660.270/0001-52;SAFRA PREV HOFFNUG II FIC FIM PREVIDENCIÁRIO;2021-06-30;19402449.76
FI;31.660.289/0001-07;SAFRA PREV FEMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;2021-06-30;20797397.32
FI;31.660.303/0001-64;SAFRA PREV BORGES E GOLFETTO FIC FIM PREVIDENCIARIO;2021-06-30;12505100.08
FI;31.660.314/0001-44;R3 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;15788905.14
FI;31.660.348/0001-39;BETHIFERANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IN;2021-06-30;12475651.16
FI;31.660.364/0001-21;MANAGER IBIUNA LONG SHORT FUNDO DE INVESTIMENTO EM COTAS DE FUNDO INVESTIMENTO MULTIMERCADO;2021-06-30;38791125.69
FI;31.660.388/0001-80;BORGES E GOLFETTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CP IE;2021-06-30;12756861.71
FI;31.660.407/0001-79;SAFRA ALLOCATION MODERATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;28990493.14
FI;31.666.599/0001-20;BLUE ALPHA PARTNERS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;51528211.12
FI;31.666.614/0001-30;CSHG LEXINGTON SECONDARIES FIC DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;2021-06-30;19554226.16
FI;31.666.624/0001-76;CSHG STARBLUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-06-30;20628275.23
FI;31.666.635/0001-56;TRUXT LONG BIAS MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;3042089984.83
FI;31.666.646/0001-36;CSHG ALL LEGACY CAPITAL ALPHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;227707497.33
FI;31.666.700/0001-43;LEGACY CAPITAL ALPHA CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;227528383.47
FI;31.666.755/0001-53;LEGACY CAPITAL ALPHA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;1331252436.61
FI;31.666.815/0001-38;MANDACARU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-06-30;23281586.42
FI;31.666.830/0001-86;CSHG JNZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-06-30;34604982.92
FI;31.666.839/0001-97;CSHG PHX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-06-30;25659737.88
FI;31.666.861/0001-37;CSHG ALLOCATION SPXN FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;52899987.03
FI;31.666.873/0001-61;CSHG GRS3 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-06-30;10923905.25
FI;31.666.877/0001-40;RIETBERG FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;2021-06-30;55618251.80
FI;31.666.885/0001-96;SAFARI 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;10976606.26
FI;31.666.901/0001-40;CSHG ALLOCATION TRUXT LONG BIAS II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;313643237.44
FI;31.690.157/0001-10;DAYCOVAL TOP SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;17511185.32
FI;31.690.473/0001-91;CSHG ALLOCATION TRUXT LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;778020442.95
FI;31.690.524/0001-85;PARCITAS INTRINSIC FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;72580337.67
FI;31.690.636/0001-36;CSHG FIDUCIA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO LONGO PRAZO - IE;2021-06-30;412652201.74
FI;31.690.642/0001-93;TMA2 FIC FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;50153859.12
FI;31.690.653/0001-73;CSHG ALLOCATION GEO EMPRESAS GLOBAIS FIC FI AÇÕES - IE;2021-06-30;33358834.76
FI;31.690.661/0001-10;CSHG WM FUSION FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-06-30;259608464.90
FI;31.690.671/0001-55;CSHG WM MULTIGESTORES FIC DE FI MULTIMERCADO - CRED PRIV IE;2021-06-30;28891218.39
FI;31.690.682/0001-35;CSHG VERDE AM PREVIDÊNCIA III FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;2021-06-30;181041697.67
FI;31.690.693/0001-15;MILES VIRTUS II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;33214009.04
FI;31.690.707/0001-09;CSHG RETIREMENT HEDGE STRATEGY FUNDO DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-06-30;261860085.90
FI;31.690.716/0001-91;ALPHA KEY LONG BIASED MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;444051594.63
FI;31.690.726/0001-27;NETUNO III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;87588226.81
FI;31.690.733/0001-29;CSHG MASTER IBOVESPA PLUS FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;47551101.96
FI;31.713.505/0001-27;CSHG PÁTRIA INF IV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;171507133.03
FI;31.713.520/0001-75;CSHG ATOZ FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;35747062.21
FI;31.713.528/0001-31;CSHG CANARY VENTURE CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO IE;2021-06-30;38942134.96
FI;31.713.536/0001-88;CSHG ALL OCCAM RETORNO ABSOLUTO CSHG FIC DE FUNDOS DE INVESTIMENTO  MULTIMERCADO;2021-06-30;306638345.51
FI;31.713.545/0001-79;CSHG CVPAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-06-30;29509974.25
FI;31.713.554/0001-60;AMARILIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRED PRIV IE;2021-06-30;62441734.75
FI;31.713.585/0001-10;CSHG PATRIA INF IV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO;2021-06-30;1332451.76
FI;31.713.596/0001-09;SFA MASTER FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2021-06-30;478052672.66
FI;31.713.604/0001-09;FVI INFLAÇÃO ESPELHO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRED PRIV;2021-06-30;17366974.28
FI;31.713.958/0001-53;AXSP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;15844012.11
FI;31.724.793/0001-15;AMAGO LONG-BIASED II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;8125235.50
FI;31.770.515/0001-02;CASA 5 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;14377808.18
FI;31.772.157/0001-69;SERRA DO MAR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;18126964.38
FI;31.772.285/0001-02;LEGATUS INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;15425834.60
FI;31.819.421/0001-72;ITAÚ SHORT DURATION PRÉ 1X RENDA FIXA FUNDO DE INVESTIMENTO;2021-06-30;35252451.01
FI;31.819.440/0001-07;H100 FUNDO DE INV EM COTAS DE FDOS DE INV MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;10479126.68
FI;31.819.452/0001-23;E2Q FUNDO DE INV EM COTAS DE FDOS DE INV MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;10436674.62
FI;31.820.659/0001-18;SIGNATURE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;29238478.96
FI;31.820.717/0001-03;GIPOIA FUNDO DE INV EM COTAS DE FUNDOS DE INV MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;53390865.75
FI;31.820.729/0001-38;BOLLA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIM;2021-06-30;67575629.51
FI;31.820.746/0001-75;ITAÚ SHORT DURATION PRÉ 3X RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;34924702.51
FI;31.820.758/0001-08;ITAÚ PRIVATE AÇÕES DUNAMIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;33048988.71
FI;31.820.799/0001-96;ITAÚ CRÉDITO ESTRUTURADO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;517761067.31
FI;31.820.901/0001-53;ITAÚ COLABORADORES RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMEN;2021-06-30;82460129.48
FI;31.820.924/0001-68;JGP STRATEGY SELEÇÃO MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;812922434.26
FI;31.820.936/0001-92;JGP STRATEGY PVT MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;268570719.53
FI;31.844.634/0001-54;TRUXT LONG BIAS CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;1089057887.79
FI;31.844.667/0001-02;REDPOINT EVENTURES ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;63774313.81
FI;31.844.783/0001-13;LIGHT FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-06-30;17198697.05
FI;31.845.913/0001-32;GAUSS III - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;96191145.66
FI;31.845.952/0001-30;SHARPEN CAPITAL CRÉDITO ESTRUTURADO E SPECIAL SITUATIONS FI MULTIMERCADO CREDITO PRIVADO;2021-06-30;42210374.19
FI;31.846.390/0001-49;VINLAND LONG BIAS ADVISORY PREVIDENCIÁRIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO M;2021-06-30;77634774.94
FI;31.846.407/0001-68;EPA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;23782779.81
FI;31.846.425/0001-40;MOAT CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES A;2021-06-30;1171802406.93
FI;31.846.483/0001-73;SCHRODER FAPES GLOBAL FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;467062718.74
FI;31.846.641/0001-95;VINLAND LONG BIAS ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO;2021-06-30;76147459.93
FI;31.846.651/0001-20;VINLAND MACRO ADVISORY PREVIDENCIÁRIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTI;2021-06-30;391483862.66
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;77664550.96
FI;31.846.723/0001-30;VINLAND MACRO ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULT;2021-06-30;372947991.81
FI;31.847.975/0001-83;KP HOD 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;22727955.66
FI;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;162009003.21
FI;31.848.066/0001-60;REDPOINT EVENTURES ADVISORY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;63797142.56
FI;31.848.081/0001-08;ASTRO SMART FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;5613385.93
FI;31.848.144/0001-26;KP BZ EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;28420638.12
FI;31.848.185/0001-12;AMÁLGAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;544603568.39
FI;31.848.209/0001-33;ARTESANAL ACTUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;79189113.12
FI;31.848.238/0001-03;ÁFIRA VALOR FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;3228864.84
FI;31.848.248/0001-30;SINTRA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;26024441.00
FI;31.873.135/0001-95;JGP WM ES FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-06-30;316279091.59
FI;31.874.487/0001-65;MAGALUMA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-06-30;28329993.71
FI;31.874.833/0001-05;TREND BOLSA AMERICANA DOLAR FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;547531049.00
FI;31.874.972/0001-39;APEX LONG BIASED ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;61402564.43
FI;31.875.091/0001-32;MILES ACER LONG BIAS VT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;31362152.92
FI;31.875.299/0001-51;MILES ACER LONG BIAS RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;75108268.37
FI;31.875.379/0001-07;AZIMUT VIPF FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-06-30;36050211.86
FI;31.894.403/0001-55;ACURA PRIME FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;3516606.58
FI;31.905.106/0001-68;BB RENDA FIXA LONGO PRAZO CRÉDITO PRIVADO PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI;2021-06-30;112387695.37
FI;31.907.986/0001-01;TRIUS STAR FUNDO DE INVESTIMENTO DE ACOES;2021-06-30;4072346.83
FI;31.908.005/0001-40;G5 SHLIMS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2021-06-30;23780920.96
FI;31.908.013/0001-97;ATENA MASTER HIGH YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-06-30;217273135.10
FI;31.908.030/0001-24;SPECTRA LATIN AMERICA PRIVATE EQUITY IV FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;35650990.84
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-06-30;24555160.72
FI;31.922.843/0001-79;ARGO LONG AND SHORT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;24042142.37
FI;31.922.975/0001-09;BIONIX II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;7105447.45
FI;31.923.069/0001-10;CONSTELLATION AÇÕES ADVISORY PREV FI EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;60593045.10
FI;31.923.674/0001-91;CONSTELLATION 100 PREV FUNDO DE INVESTIMENTO MULTIMERCADO FIFE;2021-06-30;242142921.96
FI;31.923.761/0001-49;KADIMA LT FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;36129078.28
FI;31.923.898/0001-01;INVESTMONSTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-06-30;26453075.17
FI;31.923.988/0001-94;SCHRODER CORE PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;66204936.74
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;885657536.67
FI;31.932.672/0001-69;NEO RFDLI FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;400263383.37
FI;31.932.715/0001-06;NC RENDA FIXA EXCLUSIVE FUNDO DE INVESTIMENTO LONGO PRAZO;2021-06-30;205585216.61
FI;31.932.724/0001-05;TRUXT VRB LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;49735276.26
FI;31.932.760/0001-60;TRUXT R LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;41256914.95
FI;31.933.186/0001-65;TOLDA FUNDO DE INVESTIMENTO DE AÇÕES INVESTIMENTO NO EXTERIOR;2021-06-30;106000025.12
FI;31.933.257/0001-20;NINKA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;15229690.24
FI;31.933.729/0001-44;MMPG FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;9950122.74
FI;31.933.918/0001-17;ITAÚ SELEÇÃO BRASIL CAPITAL 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;558109472.31
FI;31.933.944/0001-45;SPHERA FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;17251722.41
FI;31.933.947/0001-89;IMP LINK II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;18260449.84
FI;31.933.979/0001-84;KJL FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;135352387.29
FI;31.933.992/0001-33;ITAÚ VÉRTICE CRÉDITO ESTRUTURADO FICFI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;146618104.97
FI;31.934.014/0001-06;ITAÚ PRIVATE CRÉDITO ESTRUTURADO FICFI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;371854360.58
FI;31.934.038/0001-65;SEBRAE PREVIDÊNCIA ARROJADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;223710728.82
FI;31.934.056/0001-47;DES AROEIRA II MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;2021-06-30;175569178.88
FI;31.934.064/0001-93;3I ITAÚ IDEIAS DE INVESTIMENTO ESTRATÉGIA PROTEGIDA II RENDA FIXA REFERENCIADO DI FICFI;2021-06-30;44181168.42
FI;31.936.732/0001-11;ALFAYIZ FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;11515788.28
FI;31.936.857/0001-41;TREND IBOVESPA ALAVANCADO FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;101517542.68
FI;31.937.303/0001-69;BRB FUNDO DE INVESTIMENTO EM AÇÕES ÍNDICE ATIVO;2021-06-30;5522308.53
FI;31.937.476/0001-87;AZ QUEST TOTAL RETURN BB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;39547484.23
FI;31.937.643/0001-90;KOI ABSOLUTE ALPHA GLOBAL II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;17482114.40
